number,value,params,datetime_start,datetime_complete
47,0.028427358108932273,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 8, 'out_channels_2': 32, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'softsign', 'batch_size': 32}",2024-03-27 01:51:25.890855,2024-03-27 03:39:40.723584
48,0.039855145602797404,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 128}",2024-03-27 03:39:40.725529,2024-03-27 03:53:05.873094
49,0.028538937565718337,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 8, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 16}",2024-03-27 03:53:05.875065,2024-03-27 07:31:40.065826
50,0.02503510480211174,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 16, 'out_channels_2': 64, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 2, 'activation': 'softsign', 'batch_size': 64}",2024-03-27 07:31:40.067816,2024-03-27 08:28:56.508377
51,0.04208995343259871,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 16}",2024-03-27 08:28:56.510451,2024-03-27 10:18:13.442885
52,0.03388144189703646,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 128}",2024-03-27 10:18:13.444789,2024-03-27 10:34:53.408585
53,0.03448930530114299,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 128}",2024-03-27 10:34:53.410514,2024-03-27 10:52:40.858964
54,0.02652717813729791,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 32, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 16}",2024-03-27 10:52:40.860853,2024-03-27 14:31:49.981712
55,0.03954523211036963,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 2, 'activation': 'softsign', 'batch_size': 64}",2024-03-27 14:31:49.983749,2024-03-27 15:10:11.604968
56,0.03027430564033549,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 4, 'out_channels_2': 8, 'kernel_size_0': 3, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'softsign', 'batch_size': 16}",2024-03-27 15:10:11.606997,2024-03-27 18:40:36.239889
57,0.02705224597300039,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-27 18:40:36.241876,2024-03-27 19:26:11.437741
58,0.019522947515360302,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 32, 'out_channels_2': 16, 'kernel_size_0': 3, 'kernel_size_1': 3, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-27 19:26:11.439774,2024-03-27 20:23:27.433196
59,0.03584725639407491,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 4, 'out_channels_2': 32, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'softsign', 'batch_size': 16}",2024-03-27 20:23:27.435225,2024-03-27 23:51:00.926864
60,0.03229217508284092,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 8, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 16}",2024-03-27 23:51:00.928797,2024-03-28 02:15:06.866461
61,0.039016927812742894,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 3, 'activation': 'tanh', 'batch_size': 64}",2024-03-28 02:15:06.868535,2024-03-28 02:43:13.767876
62,0.042781724954117376,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-28 02:43:13.769808,2024-03-28 04:41:26.168830
63,0.03648640616729488,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-28 04:41:26.170741,2024-03-28 05:19:29.714287
64,0.03641313896109471,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-28 05:19:29.716402,2024-03-28 05:38:13.314297
65,0.03653090496417029,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 32, 'kernel_size_0': 2, 'kernel_size_1': 2, 'activation': 'tanh', 'batch_size': 16}",2024-03-28 05:38:13.316251,2024-03-28 08:07:10.190899
66,0.025812576783000765,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 8, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-28 08:07:10.192873,2024-03-28 08:50:50.554612
67,0.030147162554103032,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 4, 'out_channels_2': 4, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-28 08:50:50.556566,2024-03-28 09:36:14.929208
68,0.029992796070769222,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 4, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'softsign', 'batch_size': 64}",2024-03-28 09:36:14.931201,2024-03-28 10:20:57.300335
69,0.021970513233966524,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-28 10:20:57.302312,2024-03-28 11:09:06.998593
70,0.04223644925159303,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 4, 'activation': 'relu', 'batch_size': 16}",2024-03-28 11:09:07.000540,2024-03-28 12:56:55.931620
71,0.027133640779340287,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 32, 'kernel_size_0': 3, 'kernel_size_1': 2, 'kernel_size_2': 3, 'activation': 'tanh', 'batch_size': 64}",2024-03-28 12:56:55.933505,2024-03-28 14:03:20.739603
72,0.04446342073809621,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-28 14:03:20.741601,2024-03-28 16:19:32.071361
73,0.026882211942872165,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 16, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-28 16:19:32.073288,2024-03-28 17:34:57.517478
74,0.03943026142469751,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 4, 'activation': 'tanh', 'batch_size': 32}",2024-03-28 17:34:57.519496,2024-03-28 18:28:28.866158
75,0.02367304619492918,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 32, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-28 18:28:28.868293,2024-03-28 19:16:44.172075
76,0.025453954204972717,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-28 19:16:44.174123,2024-03-28 20:42:15.670562
77,0.021854122466319834,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 32, 'out_channels_2': 16, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'softsign', 'batch_size': 128}",2024-03-28 20:42:15.672539,2024-03-28 21:14:58.463910
78,0.026987779484866612,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 32, 'out_channels_2': 32, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 64}",2024-03-28 21:14:58.465878,2024-03-28 22:11:46.300225
79,0.03761967885549779,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-28 22:11:46.302189,2024-03-28 23:04:19.182962
80,0.022713136307279606,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 32, 'out_channels_2': 64, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-28 23:04:19.184937,2024-03-28 23:37:33.819063
81,0.030481971698199096,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 32, 'out_channels_2': 64, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 16}",2024-03-28 23:37:33.821152,2024-03-29 03:09:55.649675
82,0.030893010562245693,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 32, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-29 03:09:55.651679,2024-03-29 07:14:22.635332
83,0.023700054130759974,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 16, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 128}",2024-03-29 07:14:22.637311,2024-03-29 07:45:15.232296
