number,value,params,datetime_start,datetime_complete
52,0.04082329259010979,"{'batch_size': 256, 'n_layers': 9, 'n_units_l0': 80, 'n_units_l1': 90, 'n_units_l2': 70, 'n_units_l3': 50, 'n_units_l4': 60, 'n_units_l5': 50, 'n_units_l6': 100, 'n_units_l7': 100, 'n_units_l8': 80, 'dropout': 0.05, 'activation': 'tanh'}",2024-03-21 03:51:22.110950,2024-03-21 04:00:22.703263
53,0.03197775877320688,"{'batch_size': 128, 'n_layers': 6, 'n_units_l0': 100, 'n_units_l1': 30, 'n_units_l2': 80, 'n_units_l3': 100, 'n_units_l4': 60, 'n_units_l5': 80, 'dropout': 0.05, 'activation': 'softsign'}",2024-03-21 04:00:22.704260,2024-03-21 04:19:36.421170
54,0.02375827704100795,"{'batch_size': 256, 'n_layers': 4, 'n_units_l0': 50, 'n_units_l1': 100, 'n_units_l2': 30, 'n_units_l3': 90, 'dropout': 0.01, 'activation': 'relu'}",2024-03-21 04:19:36.422193,2024-03-21 04:27:12.495096
55,0.6461186454257729,"{'batch_size': 128, 'n_layers': 10, 'n_units_l0': 100, 'n_units_l1': 30, 'n_units_l2': 40, 'n_units_l3': 100, 'n_units_l4': 70, 'n_units_l5': 90, 'n_units_l6': 50, 'n_units_l7': 30, 'n_units_l8': 90, 'n_units_l9': 80, 'dropout': 0.05, 'activation': 'relu'}",2024-03-21 04:27:12.496089,2024-03-21 04:30:57.009226
56,0.023663786007829216,"{'batch_size': 128, 'n_layers': 6, 'n_units_l0': 50, 'n_units_l1': 100, 'n_units_l2': 40, 'n_units_l3': 90, 'n_units_l4': 70, 'n_units_l5': 50, 'dropout': 0.05, 'activation': 'relu'}",2024-03-21 04:30:57.010217,2024-03-21 04:43:55.597945
57,0.036466152502333926,"{'batch_size': 16, 'n_layers': 5, 'n_units_l0': 100, 'n_units_l1': 30, 'n_units_l2': 90, 'n_units_l3': 100, 'n_units_l4': 90, 'dropout': 0.03, 'activation': 'softsign'}",2024-03-21 04:43:55.598923,2024-03-21 07:22:10.179423
58,0.0211765124288053,"{'batch_size': 256, 'n_layers': 7, 'n_units_l0': 50, 'n_units_l1': 100, 'n_units_l2': 90, 'n_units_l3': 100, 'n_units_l4': 60, 'n_units_l5': 100, 'n_units_l6': 90, 'dropout': 0.03, 'activation': 'relu'}",2024-03-21 07:22:10.180427,2024-03-21 07:33:10.994857
59,0.029491964536375752,"{'batch_size': 256, 'n_layers': 10, 'n_units_l0': 40, 'n_units_l1': 60, 'n_units_l2': 80, 'n_units_l3': 30, 'n_units_l4': 70, 'n_units_l5': 70, 'n_units_l6': 100, 'n_units_l7': 90, 'n_units_l8': 100, 'n_units_l9': 50, 'dropout': 0.05, 'activation': 'softsign'}",2024-03-21 07:33:10.995802,2024-03-21 07:45:41.793510
60,0.0390096786678161,"{'batch_size': 16, 'n_layers': 6, 'n_units_l0': 30, 'n_units_l1': 50, 'n_units_l2': 60, 'n_units_l3': 90, 'n_units_l4': 30, 'n_units_l5': 100, 'dropout': 0.03, 'activation': 'softsign'}",2024-03-21 07:45:41.794502,2024-03-21 10:18:20.701888
61,0.023006108651271395,"{'batch_size': 256, 'n_layers': 5, 'n_units_l0': 50, 'n_units_l1': 40, 'n_units_l2': 90, 'n_units_l3': 30, 'n_units_l4': 60, 'dropout': 0.01, 'activation': 'relu'}",2024-03-21 10:18:20.702907,2024-03-21 10:27:04.379685
62,0.023142059863097437,"{'batch_size': 256, 'n_layers': 7, 'n_units_l0': 30, 'n_units_l1': 30, 'n_units_l2': 40, 'n_units_l3': 100, 'n_units_l4': 40, 'n_units_l5': 80, 'n_units_l6': 100, 'dropout': 0.01, 'activation': 'relu'}",2024-03-21 10:27:04.380656,2024-03-21 10:37:27.979818
63,0.6461188033714909,"{'batch_size': 32, 'n_layers': 8, 'n_units_l0': 50, 'n_units_l1': 100, 'n_units_l2': 40, 'n_units_l3': 90, 'n_units_l4': 40, 'n_units_l5': 80, 'n_units_l6': 90, 'n_units_l7': 50, 'dropout': 0.05, 'activation': 'relu'}",2024-03-21 10:37:27.980804,2024-03-21 10:51:46.495965
64,0.6461243362175585,"{'batch_size': 32, 'n_layers': 10, 'n_units_l0': 40, 'n_units_l1': 40, 'n_units_l2': 30, 'n_units_l3': 30, 'n_units_l4': 40, 'n_units_l5': 100, 'n_units_l6': 30, 'n_units_l7': 80, 'n_units_l8': 30, 'n_units_l9': 60, 'dropout': 0.03, 'activation': 'relu'}",2024-03-21 10:51:46.496967,2024-03-21 11:55:50.002076
65,0.6461239200296176,"{'batch_size': 128, 'n_layers': 13, 'n_units_l0': 30, 'n_units_l1': 40, 'n_units_l2': 100, 'n_units_l3': 100, 'n_units_l4': 40, 'n_units_l5': 60, 'n_units_l6': 50, 'n_units_l7': 40, 'n_units_l8': 60, 'n_units_l9': 50, 'n_units_l10': 80, 'n_units_l11': 60, 'n_units_l12': 40, 'dropout': 0.05, 'activation': 'relu'}",2024-03-21 11:55:50.003072,2024-03-21 12:00:35.707284
66,0.03945864107578456,"{'batch_size': 128, 'n_layers': 12, 'n_units_l0': 30, 'n_units_l1': 50, 'n_units_l2': 80, 'n_units_l3': 100, 'n_units_l4': 40, 'n_units_l5': 30, 'n_units_l6': 90, 'n_units_l7': 100, 'n_units_l8': 100, 'n_units_l9': 40, 'n_units_l10': 50, 'n_units_l11': 30, 'dropout': 0.03, 'activation': 'tanh'}",2024-03-21 12:00:35.708414,2024-03-21 12:24:51.412042
67,0.03166221783176891,"{'batch_size': 64, 'n_layers': 7, 'n_units_l0': 50, 'n_units_l1': 80, 'n_units_l2': 50, 'n_units_l3': 60, 'n_units_l4': 30, 'n_units_l5': 80, 'n_units_l6': 40, 'dropout': 0.01, 'activation': 'softsign'}",2024-03-21 12:24:51.413063,2024-03-21 13:11:22.053573
68,0.03111451585295986,"{'batch_size': 128, 'n_layers': 6, 'n_units_l0': 90, 'n_units_l1': 70, 'n_units_l2': 60, 'n_units_l3': 80, 'n_units_l4': 40, 'n_units_l5': 30, 'dropout': 0.01, 'activation': 'softsign'}",2024-03-21 13:11:22.054561,2024-03-21 13:33:47.087160
69,0.03861730088426023,"{'batch_size': 16, 'n_layers': 8, 'n_units_l0': 40, 'n_units_l1': 70, 'n_units_l2': 90, 'n_units_l3': 70, 'n_units_l4': 90, 'n_units_l5': 100, 'n_units_l6': 60, 'n_units_l7': 100, 'dropout': 0.05, 'activation': 'tanh'}",2024-03-21 13:33:47.088148,2024-03-21 16:22:01.495290
70,0.03966735195074653,"{'batch_size': 64, 'n_layers': 6, 'n_units_l0': 80, 'n_units_l1': 30, 'n_units_l2': 50, 'n_units_l3': 50, 'n_units_l4': 60, 'n_units_l5': 90, 'dropout': 0.03, 'activation': 'tanh'}",2024-03-21 16:22:01.496978,2024-03-21 16:58:24.239237
71,0.03330221420613066,"{'batch_size': 128, 'n_layers': 7, 'n_units_l0': 40, 'n_units_l1': 60, 'n_units_l2': 50, 'n_units_l3': 100, 'n_units_l4': 100, 'n_units_l5': 90, 'n_units_l6': 30, 'dropout': 0.05, 'activation': 'softsign'}",2024-03-21 16:58:24.240214,2024-03-21 17:19:27.974580
72,0.03830385494164938,"{'batch_size': 16, 'n_layers': 5, 'n_units_l0': 30, 'n_units_l1': 40, 'n_units_l2': 80, 'n_units_l3': 60, 'n_units_l4': 60, 'dropout': 0.01, 'activation': 'softsign'}",2024-03-21 17:19:27.975536,2024-03-21 19:02:44.805240
73,0.02093783108760572,"{'batch_size': 128, 'n_layers': 7, 'n_units_l0': 90, 'n_units_l1': 100, 'n_units_l2': 40, 'n_units_l3': 70, 'n_units_l4': 40, 'n_units_l5': 50, 'n_units_l6': 70, 'dropout': 0.01, 'activation': 'relu'}",2024-03-21 19:02:44.806244,2024-03-21 19:19:19.196760
74,0.6461166427208938,"{'batch_size': 32, 'n_layers': 10, 'n_units_l0': 80, 'n_units_l1': 90, 'n_units_l2': 30, 'n_units_l3': 100, 'n_units_l4': 100, 'n_units_l5': 50, 'n_units_l6': 90, 'n_units_l7': 90, 'n_units_l8': 40, 'n_units_l9': 50, 'dropout': 0.03, 'activation': 'relu'}",2024-03-21 19:19:19.197763,2024-03-21 19:38:57.015407
